gene	strand	aligned reads	num sites	locations
ENSMUSG00000008601	-	2	0	
ENSMUSG00000030092	+	1	0	
ENSMUSG00000008604	+	1	0	
ENSMUSG00000019782	-	1	0	
ENSMUSG00000024130	+	1	0	
ENSMUSG00000115395	-	1	0	
ENSMUSG00000028392	+	3	1	62497290
ENSMUSG00000021952	-	1	0	
ENSMUSG00000100680	+	1	0	
ENSMUSG00000071229	+	3	1	122038422
ENSMUSG00000070034	-	62	7	85576930,85594884,85576898,85570734,85594725,85576950,85594188
ENSMUSG00000038982	-	1	0	
ENSMUSG00000080748	-	1	0	
ENSMUSG00000069601	+	1	0	
ENSMUSG00000025169	-	4	1	121177611
ENSMUSG00000020718	-	1	0	
ENSMUSG00000006134	+	1	0	
ENSMUSG00000022560	+	8	1	76541390
ENSMUSG00000071252	+	1	0	
ENSMUSG00000026977	+	12	1	60249202
ENSMUSG00000034135	+	1	0	
ENSMUSG00000027843	+	3	1	103912247
ENSMUSG00000038611	+	2	1	141262750
ENSMUSG00000053094	+	1	0	
ENSMUSG00000052934	-	7	1	121552015
ENSMUSG00000025933	+	2	1	21230167
ENSMUSG00000045751	+	4	1	24602950
ENSMUSG00000035878	+	1	0	
ENSMUSG00000039563	-	15	1	36447608
ENSMUSG00000110067	-	1	0	
ENSMUSG00000037606	-	1	0	
ENSMUSG00000030844	-	12	1	128373628
ENSMUSG00000039913	-	1	0	
ENSMUSG00000005354	-	16	2	77915046,77915209
ENSMUSG00000021418	-	1	0	
ENSMUSG00000031660	-	15	1	88332310
ENSMUSG00000042207	+	2	0	
ENSMUSG00000058443	-	1	0	
ENSMUSG00000024101	+	6	1	66119448
ENSMUSG00000071078	+	3	1	70133752
ENSMUSG00000022812	+	1	0	
ENSMUSG00000030726	-	14	2	100082110,100083402
ENSMUSG00000034761	-	6	2	69803756,69805011
ENSMUSG00000033658	-	1	0	
ENSMUSG00000034175	+	1	0	
ENSMUSG00000020806	-	4	1	116598164
ENSMUSG00000006310	-	1	0	
ENSMUSG00000024053	-	4	1	71252171
ENSMUSG00000021242	-	3	1	84756490
ENSMUSG00000025499	-	8	1	141190925
ENSMUSG00000000214	-	7	2	142930075,142892778
ENSMUSG00000016921	+	2	1	162935348
ENSMUSG00000026111	+	55	1	37438987
ENSMUSG00000028354	+	3	0	
ENSMUSG00000056050	-	6	1	183326826
ENSMUSG00000085126	+	3	1	121810322
ENSMUSG00000022427	+	21	1	79672867
ENSMUSG00000012076	+	1	0	
ENSMUSG00000079563	-	1	0	
ENSMUSG00000014905	-	1	0	
ENSMUSG00000021794	+	5	1	34344907
ENSMUSG00000074062	-	90	3	109432317,109436515,109432002
ENSMUSG00000028382	-	1	0	
ENSMUSG00000022051	-	9	1	66987151
ENSMUSG00000040549	+	12	1	91620665
ENSMUSG00000042976	-	1	0	
ENSMUSG00000087093	-	1	0	
ENSMUSG00000004948	+	253	1	135988624
ENSMUSG00000019923	+	1	0	
ENSMUSG00000029250	+	15	1	77349324
ENSMUSG00000032002	+	22	3	7207028,7206463,7207048
ENSMUSG00000035285	+	3	1	4925002
ENSMUSG00000021097	-	1	0	
ENSMUSG00000021055	-	11	2	76121528,76120058
ENSMUSG00000058392	+	4	1	32060605
ENSMUSG00000025060	+	2	0	
ENSMUSG00000019804	+	12	1	42535370
ENSMUSG00000034391	+	1	0	
ENSMUSG00000022661	-	1	0	
ENSMUSG00000019796	+	1	0	
ENSMUSG00000052488	-	7	1	72460484
ENSMUSG00000018372	+	9	1	106818861
ENSMUSG00000028560	+	3	1	98935538
ENSMUSG00000098065	+	4	1	10630567
ENSMUSG00000032966	+	12	2	151561691,151560828
ENSMUSG00000038416	+	2	0	
ENSMUSG00000032570	-	3	1	105412582
ENSMUSG00000097248	+	10	2	87525554,87503973
ENSMUSG00000032386	-	4	1	65833147
ENSMUSG00000034758	-	294	1	81590903
ENSMUSG00000030410	+	7	1	19082776
ENSMUSG00000046000	-	1	0	
ENSMUSG00000025226	+	1	0	
ENSMUSG00000055491	+	2	1	46072804
ENSMUSG00000093436	+	1	0	
ENSMUSG00000023571	+	2	1	155966626
ENSMUSG00000013858	-	6	1	79977119
ENSMUSG00000021993	+	40	1	60903611
ENSMUSG00000033701	+	12	2	155572288,155687231
ENSMUSG00000071657	+	12	1	8848667
ENSMUSG00000040532	+	9	1	135012170
ENSMUSG00000023156	+	1	0	
ENSMUSG00000015869	-	16	1	116470856
ENSMUSG00000032030	-	3	0	
ENSMUSG00000047260	-	30	1	73176195
ENSMUSG00000033400	-	1	0	
ENSMUSG00000062203	-	5	1	11220398
ENSMUSG00000048376	-	1	0	
ENSMUSG00000042650	+	14	2	60555908,60554786
ENSMUSG00000039221	+	5	1	28807422
ENSMUSG00000020122	+	7	2	16912506,16912626
ENSMUSG00000026116	-	6	1	36792196
ENSMUSG00000029221	+	2	1	67355781
ENSMUSG00000090266	+	1	0	
ENSMUSG00000063765	-	5	1	81686170
ENSMUSG00000108237	-	3	1	105482780
ENSMUSG00000015461	+	3	1	34655070
ENSMUSG00000024088	-	2	1	64832519
ENSMUSG00000028618	+	18	2	107200996,107200655
ENSMUSG00000024965	-	1	0	
ENSMUSG00000027944	-	11	1	89995452
ENSMUSG00000036023	+	2	1	50821300
ENSMUSG00000068747	+	4	1	108357479
ENSMUSG00000020457	-	10	1	3249922
ENSMUSG00000002308	+	9	1	33848753
ENSMUSG00000064105	+	4	1	46878294
ENSMUSG00000024290	-	2	0	
ENSMUSG00000051232	-	7	1	78507054
ENSMUSG00000031634	+	11	1	45996860
ENSMUSG00000019996	+	2	0	
ENSMUSG00000052075	-	1	0	
ENSMUSG00000028345	-	24	1	48430857
ENSMUSG00000038425	-	1	0	
ENSMUSG00000024953	-	14	1	6906705
ENSMUSG00000056300	+	1	0	
ENSMUSG00000074582	+	1	0	
ENSMUSG00000044783	-	1	0	
ENSMUSG00000050052	-	1	0	
ENSMUSG00000073131	+	4	1	71821058
ENSMUSG00000005553	+	1	0	
ENSMUSG00000021494	-	8	1	55530415
ENSMUSG00000028664	-	1	0	
ENSMUSG00000062168	-	2	0	
ENSMUSG00000035458	-	2	1	4518304
ENSMUSG00000101768	-	2	0	
ENSMUSG00000022945	+	4	1	93906115
ENSMUSG00000061479	-	19	1	27187005
ENSMUSG00000001517	+	1	0	
ENSMUSG00000014077	+	1	0	
ENSMUSG00000033809	-	5	1	20605471
ENSMUSG00000041718	+	34	5	144324150,144374450,144324207,144324762,144325192
ENSMUSG00000042364	-	1	0	
ENSMUSG00000070639	+	2	1	105487372
ENSMUSG00000087180	+	1	0	
ENSMUSG00000031684	+	1	0	
ENSMUSG00000031546	-	18	2	23226615,23226838
ENSMUSG00000030123	-	2	1	115954810
ENSMUSG00000033773	+	12	1	107661836
ENSMUSG00000022765	+	2	1	17428407
ENSMUSG00000109127	-	4	1	8383449
ENSMUSG00000027510	+	27	1	173034734
ENSMUSG00000034738	+	5	1	69189330
ENSMUSG00000055817	+	34	1	83792875
ENSMUSG00000005054	+	5	1	78427620
ENSMUSG00000026576	-	3	0	
ENSMUSG00000061477	-	2	1	28631082
ENSMUSG00000097271	+	1	0	
ENSMUSG00000019487	+	1	0	
ENSMUSG00000019261	+	10	1	70917529
ENSMUSG00000038903	+	1	0	
ENSMUSG00000027787	+	11	1	69749047
ENSMUSG00000030079	+	1	0	
ENSMUSG00000043872	-	2	1	127047582
ENSMUSG00000054310	+	184	1	15556866
ENSMUSG00000041617	+	1	0	
ENSMUSG00000096768	+	6	1	90816465
ENSMUSG00000031821	-	11	2	120581266,120581379
ENSMUSG00000021431	+	1	0	
ENSMUSG00000026687	+	10	2	167368286,167368108
ENSMUSG00000032718	-	3	1	134609202
ENSMUSG00000027195	-	2	0	
ENSMUSG00000057280	+	4	1	58304523
ENSMUSG00000027086	-	1	0	
ENSMUSG00000019214	-	5	1	25719045
ENSMUSG00000037656	+	1	0	
ENSMUSG00000100819	+	3	1	21187867
ENSMUSG00000028256	+	1	0	
ENSMUSG00000002068	-	1	0	
ENSMUSG00000042178	+	1	0	
ENSMUSG00000024304	-	1	0	
ENSMUSG00000032872	+	8	1	87077381
ENSMUSG00000033075	-	2	0	
ENSMUSG00000074653	-	5	1	30678908
ENSMUSG00000034120	-	14	3	116849903,116850634,116850516
ENSMUSG00000027429	+	2	1	144590740
ENSMUSG00000020617	-	1	0	
ENSMUSG00000036160	-	1	0	
ENSMUSG00000021999	+	4	1	75283546
ENSMUSG00000039450	-	1	0	
ENSMUSG00000028559	-	54	2	109061649,109062080
ENSMUSG00000038828	+	5	1	30877463
ENSMUSG00000000804	-	1	0	
ENSMUSG00000066441	-	20	1	79175550
ENSMUSG00000045328	+	14	1	135273524
ENSMUSG00000025218	-	2	1	45552274
ENSMUSG00000026274	-	1	0	
ENSMUSG00000039968	-	1	0	
ENSMUSG00000091827	+	2	1	17377977
ENSMUSG00000031145	+	13	2	7667866,7668193
ENSMUSG00000034731	-	2	1	78569999
ENSMUSG00000004127	+	1	0	
ENSMUSG00000040123	-	2	0	
ENSMUSG00000005610	-	2	1	111081582
ENSMUSG00000116519	-	7	1	67939653
ENSMUSG00000024038	+	6	1	31531326
ENSMUSG00000109619	-	1	0	
ENSMUSG00000051495	-	1	0	
ENSMUSG00000071172	+	3	1	29042097
ENSMUSG00000094237	-	1	0	
ENSMUSG00000078949	+	2	1	163502608
ENSMUSG00000006301	-	3	1	74288248
ENSMUSG00000021036	-	10	1	87309634
ENSMUSG00000032051	-	28	2	51943305,51943504
ENSMUSG00000029110	+	1	0	
ENSMUSG00000026271	+	2	1	92985044
ENSMUSG00000111258	-	1	0	
ENSMUSG00000044468	-	2	0	
ENSMUSG00000031174	-	1	0	
ENSMUSG00000024726	+	1	0	
ENSMUSG00000003526	-	3	1	18071728
ENSMUSG00000064128	-	15	1	56526760
ENSMUSG00000028779	+	5	2	130128117,130123283
ENSMUSG00000021917	-	20	1	30999825
ENSMUSG00000053367	+	1	0	
ENSMUSG00000003352	+	2	1	98644529
ENSMUSG00000038750	+	335	2	78329600,78329627
ENSMUSG00000040720	+	12	1	11549885
ENSMUSG00000031990	-	6	1	27097383
ENSMUSG00000052406	-	5	1	26953562
ENSMUSG00000029086	-	1	0	
ENSMUSG00000036959	+	1	0	
ENSMUSG00000109118	+	1	0	
ENSMUSG00000064127	-	4	1	12679743
ENSMUSG00000023259	+	4	1	108913044
ENSMUSG00000028640	+	2	0	
ENSMUSG00000087171	-	4	1	131647375
ENSMUSG00000021519	-	9	2	66912097,66912117
ENSMUSG00000067702	-	23	1	125278284
ENSMUSG00000038013	+	1	0	
ENSMUSG00000035958	+	2	1	24842147
ENSMUSG00000023939	+	51	1	45698495
ENSMUSG00000110781	+	1	0	
ENSMUSG00000063902	+	2	0	
ENSMUSG00000022983	-	1	0	
ENSMUSG00000042505	+	1	0	
ENSMUSG00000022365	-	4	1	57871586
ENSMUSG00000025665	-	2	0	
ENSMUSG00000036661	+	1	0	
ENSMUSG00000032869	-	50	1	151718260
ENSMUSG00000024858	-	5	1	4287036
ENSMUSG00000100335	-	1	0	
ENSMUSG00000026202	-	25	2	75215554,75214973
ENSMUSG00000026810	+	2	1	32573571
ENSMUSG00000010796	-	7	1	18050958
ENSMUSG00000028967	+	23	1	150866532
ENSMUSG00000006711	+	1	0	
ENSMUSG00000025612	+	2	0	
ENSMUSG00000011179	+	5	1	17551079
ENSMUSG00000067851	-	4	1	10173074
ENSMUSG00000079022	-	4	1	71868883
ENSMUSG00000002688	-	2	1	50341227
ENSMUSG00000052631	-	1	0	
ENSMUSG00000037108	+	5	1	137822611
ENSMUSG00000040738	-	4	1	11204382
ENSMUSG00000064289	+	1	0	
ENSMUSG00000021116	+	11	1	78885321
ENSMUSG00000001383	+	12	1	36798282
ENSMUSG00000063694	-	58	2	50565089,50565050
ENSMUSG00000022570	-	10	1	75924682
ENSMUSG00000046323	+	117	3	122630272,122630223,122630104
ENSMUSG00000026356	-	3	0	
ENSMUSG00000115740	-	1	0	
ENSMUSG00000040451	-	1	0	
ENSMUSG00000000934	-	1	0	
ENSMUSG00000114772	+	4	1	10685558
ENSMUSG00000043190	-	2	1	76002766
ENSMUSG00000056459	-	1	0	
ENSMUSG00000096088	-	1	0	
ENSMUSG00000115721	+	3	0	
ENSMUSG00000021196	-	2	1	6581173
ENSMUSG00000061809	-	2	1	24090095
ENSMUSG00000083844	+	7	2	5780677,5784711
ENSMUSG00000029015	-	1	0	
ENSMUSG00000028948	+	1	0	
ENSMUSG00000028568	-	12	2	108816446,108816714
ENSMUSG00000029233	+	6	1	76155468
ENSMUSG00000004567	+	3	1	3515232
ENSMUSG00000056215	+	3	0	
ENSMUSG00000009092	+	5	1	75895941
ENSMUSG00000040455	+	2	0	
ENSMUSG00000003848	-	1	0	
ENSMUSG00000022911	-	1	0	
ENSMUSG00000025140	-	1	0	
ENSMUSG00000004535	+	17	2	52766780,52766488
ENSMUSG00000045662	+	4	1	108960683
ENSMUSG00000039509	-	6	1	123899299
ENSMUSG00000003435	-	18	1	28314893
ENSMUSG00000026640	+	4	1	194812577
ENSMUSG00000049092	+	6	1	45223487
ENSMUSG00000016028	-	3	1	85898928
ENSMUSG00000027233	-	19	2	122120112,122120231
ENSMUSG00000112983	+	1	0	
ENSMUSG00000028519	+	4	1	104729767
ENSMUSG00000027509	+	28	1	173015680
ENSMUSG00000028825	+	26	1	134896172
ENSMUSG00000058550	+	3	1	48294237
ENSMUSG00000022837	+	7	1	36872719
ENSMUSG00000037492	+	1	0	
ENSMUSG00000036850	-	9	1	24974118
ENSMUSG00000100868	+	1	0	
ENSMUSG00000045294	+	12	2	28078662,28077273
ENSMUSG00000029090	-	12	2	49978846,49959954
ENSMUSG00000025151	-	2	1	94535473
ENSMUSG00000001524	-	1	0	
ENSMUSG00000016181	-	12	1	193107286
ENSMUSG00000035392	-	1	0	
ENSMUSG00000050732	-	12	1	72385227
ENSMUSG00000019528	-	117	3	20122083,20122419,20121970
ENSMUSG00000023988	-	5	1	47601235
ENSMUSG00000061778	-	1	0	
ENSMUSG00000057406	+	3	1	33895492
ENSMUSG00000029765	-	4	1	32149108
ENSMUSG00000001783	-	15	1	85938636
ENSMUSG00000023919	-	11	1	40923060
ENSMUSG00000032590	-	25	1	108085413
ENSMUSG00000036890	-	3	1	44564419
ENSMUSG00000045095	-	1	0	
ENSMUSG00000097262	+	1	0	
ENSMUSG00000035139	+	3	1	51683850
ENSMUSG00000027506	-	15	2	8929596,8930613
ENSMUSG00000038646	+	4	1	81769425
ENSMUSG00000029145	-	63	1	31187566
ENSMUSG00000017344	+	1	0	
ENSMUSG00000086494	+	1	0	
ENSMUSG00000039356	+	1	0	
ENSMUSG00000032300	-	1	0	
ENSMUSG00000050468	+	8	1	127357650
ENSMUSG00000034748	-	14	1	81621786
ENSMUSG00000019055	-	2	1	147910060
ENSMUSG00000031022	-	4	1	109712180
ENSMUSG00000033099	+	18	1	78940865
ENSMUSG00000030521	-	26	1	64376575
ENSMUSG00000022948	-	199	1	93583459
ENSMUSG00000022750	+	2	0	
ENSMUSG00000062127	-	1	0	
ENSMUSG00000021610	+	11	1	73620605
ENSMUSG00000034377	+	2	0	
ENSMUSG00000005823	-	9	2	57234913,57234948
ENSMUSG00000024414	+	2	1	94660084
ENSMUSG00000086648	-	1	0	
ENSMUSG00000032316	-	11	2	57750708,57750620
ENSMUSG00000028483	+	5	1	83453340
ENSMUSG00000019877	-	3	1	57515773
ENSMUSG00000019899	-	1	0	
ENSMUSG00000031652	-	3	1	86844312
ENSMUSG00000029642	+	24	2	147079083,147111359
ENSMUSG00000056612	+	2	0	
ENSMUSG00000029600	-	6	1	120609057
ENSMUSG00000070732	+	14	3	91170290,91170799,91170378
ENSMUSG00000026455	+	2	1	134490874
ENSMUSG00000024642	-	2	0	
ENSMUSG00000027596	+	2	0	
ENSMUSG00000047881	-	2	0	
ENSMUSG00000022914	-	1	0	
ENSMUSG00000014355	-	11	1	128612703
ENSMUSG00000013584	+	7	1	71296236
ENSMUSG00000026439	+	2	0	
ENSMUSG00000028899	+	13	2	132293329,132293093
ENSMUSG00000019470	-	11	1	3610088
ENSMUSG00000020435	-	3	1	3703730
ENSMUSG00000048485	-	3	1	129426269
ENSMUSG00000035203	+	1	0	
ENSMUSG00000027203	+	28	2	125257732,125257677
ENSMUSG00000076615	-	1	0	
ENSMUSG00000037148	-	4	1	77250365
ENSMUSG00000041827	+	1	0	
ENSMUSG00000023279	-	16	2	6314105,6315490
ENSMUSG00000036123	+	1	0	
ENSMUSG00000018293	-	89	1	70651849
ENSMUSG00000028672	+	1	0	
ENSMUSG00000027752	-	17	1	54728677
ENSMUSG00000111348	-	2	1	75310332
ENSMUSG00000062963	-	4	1	171288562
ENSMUSG00000032504	-	2	1	113654474
ENSMUSG00000022197	-	3	1	12522562
ENSMUSG00000029053	-	1	0	
ENSMUSG00000067194	+	85	3	159385704,159385679,159385564
ENSMUSG00000034450	-	2	1	65986785
ENSMUSG00000021501	+	7	1	55632407
ENSMUSG00000033417	-	9	1	60528736
ENSMUSG00000024525	+	3	1	67318840
ENSMUSG00000042628	-	3	1	83547877
ENSMUSG00000110190	+	1	0	
ENSMUSG00000039519	-	1	0	
ENSMUSG00000038544	-	3	0	
ENSMUSG00000024944	-	14	1	6134384
ENSMUSG00000009076	+	6	1	4737669
ENSMUSG00000022790	+	1	0	
ENSMUSG00000079184	+	20	1	56697430
ENSMUSG00000024764	-	2	0	
ENSMUSG00000106378	-	4	1	125958408
ENSMUSG00000108907	+	2	0	
ENSMUSG00000025955	-	2	1	65013084
ENSMUSG00000070319	-	68	1	20894348
ENSMUSG00000033569	-	2	0	
ENSMUSG00000063236	+	2	1	76950732
ENSMUSG00000023977	-	2	1	46930240
ENSMUSG00000074607	+	1	0	
ENSMUSG00000025231	+	3	0	
ENSMUSG00000028958	-	1	0	
ENSMUSG00000039456	+	3	1	93876077
ENSMUSG00000017421	+	12	2	80396142,80396246
ENSMUSG00000024734	-	112	1	10914285
ENSMUSG00000002332	-	5	1	55739019
ENSMUSG00000021500	+	8	2	55679115,55679264
ENSMUSG00000032493	+	4	1	110817999
ENSMUSG00000031617	-	3	1	77595977
ENSMUSG00000019373	-	23	1	59817803
ENSMUSG00000019846	+	9	2	39061524,39110189
ENSMUSG00000050996	-	1	0	
ENSMUSG00000026547	+	1	0	
ENSMUSG00000031885	+	1	0	
ENSMUSG00000034574	+	1	0	
ENSMUSG00000022195	-	1	0	
ENSMUSG00000022307	+	1	0	
ENSMUSG00000035842	+	26	1	66151453
ENSMUSG00000031838	-	5	1	70762772
ENSMUSG00000042625	-	13	1	56562943
ENSMUSG00000073616	-	25	1	92637156
ENSMUSG00000021270	-	42	1	110691027
ENSMUSG00000024870	-	4	1	5099204
ENSMUSG00000085413	-	1	0	
ENSMUSG00000035529	-	1	0	
ENSMUSG00000078572	+	2	1	120100424
ENSMUSG00000050555	-	3	1	35560822
ENSMUSG00000030869	-	5	1	122090830
ENSMUSG00000012405	-	5	1	18268959
ENSMUSG00000087815	+	13	2	58943905,58943951
ENSMUSG00000033022	-	45	3	46713506,46713204,46713689
ENSMUSG00000026039	+	7	2	58025023,58025895
ENSMUSG00000021733	+	1	0	
ENSMUSG00000108976	+	10	1	181659609
ENSMUSG00000028367	-	35	1	57943756
ENSMUSG00000026319	+	2	0	
ENSMUSG00000015880	+	60	2	45700124,45700078
ENSMUSG00000040021	+	1	0	
ENSMUSG00000063511	-	7	1	45376458
ENSMUSG00000006024	+	2	1	16117123
ENSMUSG00000050627	-	3	1	114899773
ENSMUSG00000096936	-	1	0	
ENSMUSG00000033972	-	2	1	22339851
ENSMUSG00000024727	+	4	1	18892511
ENSMUSG00000047242	-	5	1	106208465
ENSMUSG00000074997	-	3	1	104713880
ENSMUSG00000021499	+	2	0	
ENSMUSG00000015290	-	7	1	74367400
ENSMUSG00000035212	+	7	1	101659364
ENSMUSG00000061048	+	7	1	106556120
ENSMUSG00000031864	+	6	1	68827661
ENSMUSG00000105593	+	11	1	125981540
ENSMUSG00000000171	-	7	1	50596341
ENSMUSG00000042446	-	1	0	
ENSMUSG00000025184	+	1	0	
ENSMUSG00000025374	-	4	1	128401394
ENSMUSG00000029095	+	3	0	
ENSMUSG00000062006	-	8	1	130726836
ENSMUSG00000025004	-	1	0	
ENSMUSG00000032562	-	3	1	107614124
ENSMUSG00000066031	+	123	3	143795576,143795532,143795600
ENSMUSG00000022472	-	5	1	81993997
ENSMUSG00000027882	-	1	0	
ENSMUSG00000038510	-	7	2	40223686,40223493
ENSMUSG00000028687	+	2	1	116819427
ENSMUSG00000108239	+	1	0	
ENSMUSG00000018362	-	1	0	
ENSMUSG00000038663	-	4	1	81534351
ENSMUSG00000002984	-	7	1	19701317
ENSMUSG00000046589	+	1	0	
ENSMUSG00000031662	-	1	0	
ENSMUSG00000029440	+	33	2	123248962,123248527
ENSMUSG00000020349	+	13	2	52122614,52122739
ENSMUSG00000030518	-	1	0	
ENSMUSG00000025337	-	18	1	130245731
ENSMUSG00000033790	+	1	0	
ENSMUSG00000113593	+	3	1	11528891
ENSMUSG00000087591	-	3	1	12342798
ENSMUSG00000030677	-	83	2	127027728,127027759
ENSMUSG00000073399	-	2	1	36881595
ENSMUSG00000038330	-	29	1	88627318
ENSMUSG00000040653	+	2	1	3463711
ENSMUSG00000090254	+	45	3	89146907,89146099,89147382
ENSMUSG00000108811	-	6	1	121587385
ENSMUSG00000056310	+	36	1	130341157
ENSMUSG00000059005	+	1	0	
ENSMUSG00000005506	+	6	1	91017055
ENSMUSG00000034744	+	2	1	83802552
ENSMUSG00000027999	+	1	0	
ENSMUSG00000045160	+	6	1	83358396
ENSMUSG00000037544	-	11	1	47387780
ENSMUSG00000074466	+	1	0	
ENSMUSG00000051329	+	7	1	90736328
ENSMUSG00000022487	-	140	2	103402457,103401995
ENSMUSG00000028626	+	1	0	
ENSMUSG00000029213	-	1	0	
ENSMUSG00000021824	-	5	1	21034806
ENSMUSG00000086765	+	7	1	11126998
ENSMUSG00000041609	-	2	1	115648173
ENSMUSG00000033106	-	19	2	106200716,106200437
ENSMUSG00000029651	+	11	2	148313450,148314038
ENSMUSG00000059540	+	1	0	
ENSMUSG00000063808	-	3	1	35276535
ENSMUSG00000001924	+	40	1	20682704
ENSMUSG00000037196	-	4	1	10403138
ENSMUSG00000060204	-	1	0	
ENSMUSG00000009073	-	3	0	
ENSMUSG00000033256	-	5	1	122349159
ENSMUSG00000056820	+	2	1	125034192
ENSMUSG00000024313	+	1	0	
ENSMUSG00000086119	-	1	0	
ENSMUSG00000022849	+	2	0	
ENSMUSG00000055827	-	2	0	
ENSMUSG00000032216	+	1	0	
ENSMUSG00000016319	+	16	1	36798807
ENSMUSG00000004105	+	5	1	33246546
ENSMUSG00000024180	+	2	1	26123254
ENSMUSG00000022339	+	1	0	
ENSMUSG00000028465	-	3	1	43559349
ENSMUSG00000025102	-	4	1	81780282
ENSMUSG00000022571	-	14	1	75916473
ENSMUSG00000024234	+	8	1	4396785
ENSMUSG00000026416	-	1	0	
ENSMUSG00000058440	+	9	2	30140888,30144856
ENSMUSG00000032235	+	2	0	
ENSMUSG00000015932	+	5	1	143943324
ENSMUSG00000039515	+	3	1	30447805
ENSMUSG00000070891	+	1	0	
ENSMUSG00000037188	-	1	0	
ENSMUSG00000028470	-	7	1	43654226
ENSMUSG00000029381	+	3	1	92965322
ENSMUSG00000036905	-	1	0	
ENSMUSG00000021255	+	3	1	86509955
ENSMUSG00000109177	-	2	0	
ENSMUSG00000034602	-	5	2	122995070,122995156
ENSMUSG00000021496	+	19	1	55776830
ENSMUSG00000022897	+	1	0	
ENSMUSG00000033579	-	1	0	
ENSMUSG00000045790	-	1	0	
ENSMUSG00000073702	+	10	1	39371370
ENSMUSG00000024177	-	1	0	
ENSMUSG00000031767	+	36	1	114152305
ENSMUSG00000026511	+	2	1	182132389
ENSMUSG00000028960	-	16	2	149329074,149328417
ENSMUSG00000016487	+	1	0	
ENSMUSG00000043866	-	5	1	105742896
ENSMUSG00000025016	-	2	1	41213791
ENSMUSG00000030842	+	6	1	101911885
ENSMUSG00000045302	-	5	1	30955041
ENSMUSG00000027091	+	8	1	83664617
ENSMUSG00000031601	-	21	3	40492540,40507314,40492907
ENSMUSG00000114638	+	8	1	38531384
ENSMUSG00000038323	+	1	0	
ENSMUSG00000114616	+	1	0	
ENSMUSG00000034158	+	1	0	
ENSMUSG00000061838	-	1	0	
ENSMUSG00000010760	-	7	1	143501547
ENSMUSG00000028104	-	1	0	
ENSMUSG00000032232	-	3	1	71628853
ENSMUSG00000109307	-	1	0	
ENSMUSG00000052430	-	8	1	141840312
ENSMUSG00000044950	+	1	0	
ENSMUSG00000018581	-	1	0	
ENSMUSG00000021039	-	5	1	87449914
ENSMUSG00000030316	-	12	1	115004383
ENSMUSG00000039771	+	33	1	136122943
ENSMUSG00000022314	-	1	0	
ENSMUSG00000036983	-	2	0	
ENSMUSG00000047648	+	9	2	11296232,11295521
ENSMUSG00000052533	+	19	1	30344263
ENSMUSG00000101581	+	2	1	96774392
ENSMUSG00000027835	-	1	0	
ENSMUSG00000025156	+	12	2	120789101,120799483
ENSMUSG00000031898	-	7	1	105973518
ENSMUSG00000020801	-	18	1	72211723
ENSMUSG00000022498	-	4	1	11074914
ENSMUSG00000022322	-	6	1	4735975
ENSMUSG00000041144	+	2	0	
ENSMUSG00000003299	+	13	1	21008831
ENSMUSG00000026821	+	2	1	28553073
ENSMUSG00000031931	-	1	0	
ENSMUSG00000039156	+	1	0	
ENSMUSG00000054455	+	3	1	173779351
ENSMUSG00000046727	+	1	0	
ENSMUSG00000057228	+	1	0	
ENSMUSG00000022076	-	3	1	96201122
ENSMUSG00000069806	+	1	0	
ENSMUSG00000016756	+	1	0	
ENSMUSG00000027655	+	2	0	
ENSMUSG00000082910	-	1	0	
ENSMUSG00000026696	+	6	2	162595271,162599082
ENSMUSG00000017286	-	4	1	76221745
ENSMUSG00000100071	+	2	0	
ENSMUSG00000041133	+	10	1	152061970
ENSMUSG00000000365	+	4	2	56525037,56489435
ENSMUSG00000072575	+	2	0	
ENSMUSG00000048706	+	5	1	80954306
ENSMUSG00000024026	-	2	0	
ENSMUSG00000103746	+	1	0	
ENSMUSG00000034022	-	4	1	76595807
ENSMUSG00000025586	-	24	3	81347025,81347427,81347961
ENSMUSG00000027315	+	5	1	119249514
ENSMUSG00000022022	+	6	1	79423591
ENSMUSG00000043467	-	6	1	161019632
ENSMUSG00000036185	-	5	1	35025958
ENSMUSG00000047878	-	1	0	
ENSMUSG00000022791	+	9	1	32683493
ENSMUSG00000037313	+	127	2	33672198,33672172
ENSMUSG00000028530	-	7	3	101153028,101153415,101152366
ENSMUSG00000031808	+	1	0	
ENSMUSG00000041168	-	25	1	56614296
ENSMUSG00000037341	-	1	0	
ENSMUSG00000017801	+	1	0	
ENSMUSG00000040423	+	1	0	
ENSMUSG00000085883	-	1	0	
ENSMUSG00000030309	-	7	1	148842491
ENSMUSG00000020978	+	67	2	69310465,69310495
ENSMUSG00000022890	-	19	1	84827870
ENSMUSG00000016503	+	8	1	146955607
ENSMUSG00000020823	+	5	1	117157571
ENSMUSG00000069808	+	1	0	
ENSMUSG00000037172	-	2	1	40406609
ENSMUSG00000053898	+	2	1	28832247
ENSMUSG00000053111	+	5	1	133880839
ENSMUSG00000034601	+	41	2	71243299,71243280
ENSMUSG00000029032	-	23	2	154278528,154278468
ENSMUSG00000022747	-	4	1	58502860
ENSMUSG00000026634	+	3	1	190946502
ENSMUSG00000091172	+	10	1	123637359
ENSMUSG00000030922	+	1	0	
ENSMUSG00000041781	+	2	0	
ENSMUSG00000037747	-	6	1	70558876
ENSMUSG00000054115	-	1	0	
ENSMUSG00000040029	-	8	1	148770682
